,subscribed
31247,0
3886,1
8375,0
7090,0
32659,0
34164,0
23277,0
10660,1
17649,1
13928,0
9146,1
15179,0
18138,0
22978,0
8643,0
30812,0
30523,1
25138,0
2509,0
23566,0
12166,0
11416,0
14211,0
39696,1
24135,0
10688,0
31763,0
14058,0
22718,0
26783,0
29761,0
37153,0
8929,0
2969,0
12805,1
26559,0
7845,0
17872,0
30987,0
37830,0
32334,0
30279,1
31820,0
17205,0
34533,0
1071,0
13364,0
30392,1
34703,0
25839,0
5232,0
14340,1
3998,0
17671,0
16706,1
26382,0
34194,0
8611,0
23876,0
32457,0
5915,0
35427,0
18270,0
11187,0
5089,0
18960,0
8786,0
30613,0
7529,0
20331,0
24574,0
40036,0
30656,0
35442,0
2258,0
17122,0
1610,0
29185,0
28015,0
8182,0
39887,0
8584,0
36850,0
39144,1
34086,0
6282,0
7449,0
22033,0
32133,0
33637,0
38729,0
33710,0
20257,0
14780,0
10732,0
18008,0
1348,0
20538,0
40417,0
7253,0
14019,0
19992,0
17816,0
35932,0
29157,0
11619,0
20175,0
8279,0
22996,0
10320,0
11494,0
8238,0
38987,1
36662,1
2803,0
3220,0
28922,0
3575,1
27911,0
34120,0
6786,0
10638,0
19346,0
7769,0
26891,0
8329,0
36400,0
38057,1
3355,0
5160,1
12718,0
28202,0
3690,0
32923,0
14485,0
7793,0
27617,0
12946,0
16132,0
4537,0
18405,0
22722,0
26613,0
12640,0
26956,0
3981,0
32194,0
35274,0
15654,0
17066,0
15468,0
21338,0
5295,0
2821,0
5784,0
30901,0
21188,0
40404,1
41069,1
25291,0
4636,0
36849,0
6532,0
21703,0
22815,0
24598,0
29633,0
35273,0
27487,0
11889,0
25432,0
13368,0
21781,0
3225,0
3877,0
6457,0
25907,0
29313,0
18328,0
34201,0
15910,0
21453,0
14376,0
262,0
19927,0
3884,0
19924,1
12865,0
35913,0
19146,0
30723,0
8208,0
22173,0
26730,0
40743,1
10998,0
40662,0
34374,0
10973,0
12342,0
10661,0
11696,0
11583,0
319,0
11069,0
28139,0
22165,0
11553,1
24168,0
15373,1
39050,1
36558,0
30717,1
17736,0
14487,1
1692,0
7340,0
40469,1
27830,0
6206,0
2840,0
9587,0
4760,0
41122,1
25103,0
22359,0
32975,1
2025,0
36040,0
30307,1
37058,1
38751,1
2546,0
13618,0
15483,0
7323,0
36252,0
24640,0
13375,0
22700,0
27751,0
20712,1
19409,0
5292,0
5492,0
25495,0
5999,0
34059,0
29567,0
20977,0
36628,0
9025,1
27219,0
24921,0
23848,0
3239,0
35800,0
3422,0
10812,0
25243,0
19676,0
17087,1
11966,0
11866,0
1575,0
36184,0
15820,0
19303,0
31637,0
40780,0
17138,0
10202,0
13239,0
29537,0
14597,1
22369,0
6538,0
28394,0
5305,0
16254,0
108,0
36917,0
41025,0
3192,0
4783,0
34561,0
15034,0
41095,0
30629,0
28866,1
15762,0
35758,0
6355,0
27278,1
16498,0
2918,0
36282,0
33657,0
41144,1
14839,0
5496,0
13604,0
7191,0
12485,0
27983,1
20048,0
22857,0
38639,1
20810,0
36760,0
40869,0
38803,1
13784,0
29259,0
17778,0
27015,0
6100,0
9484,0
34351,0
32269,0
29256,0
29114,1
23757,0
12318,1
40432,1
24125,0
34662,0
38492,1
37046,1
21112,0
3375,0
10028,0
20316,0
30565,0
33282,0
3026,0
31596,0
14400,0
28229,0
4068,0
21347,0
39143,1
14651,0
25426,0
2725,0
4673,0
2624,0
16676,0
19931,0
22376,0
14359,0
20632,0
19274,1
881,0
19248,0
39088,1
31262,0
1763,0
35652,0
24146,0
37589,1
31621,0
27679,1
13034,0
10744,0
16404,0
40767,1
8620,0
13653,0
33858,0
6994,0
21640,0
3158,0
31618,0
11909,0
30826,1
20328,0
37162,0
12564,1
33689,0
37326,1
57,0
26858,0
33948,0
27894,0
38067,1
20691,0
30023,0
1872,0
22675,0
12873,0
29836,0
39485,1
32309,0
11870,0
26462,0
20321,0
38949,1
17429,0
2055,0
13768,0
4332,0
28657,0
3027,0
1075,0
13485,0
36382,0
9276,0
23895,0
13888,0
30258,1
17977,0
5179,0
34039,0
34851,0
31753,0
34738,0
4528,0
1478,0
27490,0
23759,0
1518,0
36240,1
37211,0
40720,1
1655,0
6734,0
29012,0
11600,0
24288,0
29894,0
14326,0
25514,0
37671,1
41016,1
39606,0
37963,0
21899,0
2780,0
20173,0
9800,0
17476,0
39822,0
32318,0
40665,0
32861,0
13970,0
31608,0
26527,1
10611,0
19058,0
30004,0
12896,0
30384,1
23570,1
20539,1
37761,0
19371,1
17405,0
21447,0
8613,0
10923,0
39984,0
35244,0
38262,1
35636,0
20601,0
31515,0
35042,0
20789,0
6724,0
11567,0
39258,0
26539,0
26633,0
27535,0
604,0
33127,0
15951,0
11635,0
25040,0
30669,0
19357,0
4482,0
14119,0
20351,0
3167,0
34773,0
9844,0
13775,0
3184,0
9872,0
21184,1
11253,0
35223,0
4211,0
37708,1
26922,1
3943,0
15975,0
10737,0
11224,0
2748,0
8159,0
13374,0
2710,0
32870,0
26640,0
19936,0
31641,0
33275,0
19618,0
33250,0
5025,1
11328,0
23180,0
7912,0
20482,0
16274,0
15,0
19708,0
19637,0
2038,1
10093,0
22059,0
33813,0
16753,0
5472,0
22151,0
8544,0
37226,0
16843,0
9301,0
23961,0
36587,1
18127,0
31394,0
35616,1
29716,0
16196,0
15749,0
11446,1
36609,0
38515,1
30351,0
14828,0
1375,0
11805,0
13442,0
35592,1
10563,0
32373,0
14972,0
6558,0
38522,1
18050,0
35621,0
25502,0
29878,0
19615,0
39773,0
31487,0
19619,0
23830,0
26698,0
561,0
17978,0
12184,0
24005,1
18602,0
7401,1
7459,0
34984,0
9368,0
5172,1
29119,0
33622,0
23280,0
25527,0
2063,1
28501,1
26483,0
14832,0
5836,0
23699,0
15646,0
28054,0
15303,0
21152,0
2952,0
32718,0
16584,0
20138,0
2206,0
29594,0
11823,0
11460,0
29995,1
4247,0
15443,0
13799,0
35358,0
32797,0
25993,0
22665,0
40381,0
25488,0
10743,0
9412,0
38985,0
17686,0
8348,0
1224,0
28221,0
25686,0
16194,0
38389,1
7159,1
26211,0
32072,0
3987,1
24198,0
13220,1
12498,0
38510,0
443,0
1264,0
1115,0
3628,0
10096,0
16147,0
38377,1
2871,0
40882,1
17027,0
35256,0
23159,0
28770,0
18118,0
32098,0
3840,0
13276,0
26900,0
26207,0
25539,0
2731,0
33235,0
39730,1
18344,0
26165,0
14598,0
18751,0
18154,0
26049,1
28562,1
739,0
35408,0
10337,0
1425,0
634,0
9178,0
18742,0
12352,0
1174,0
30482,0
24893,0
35166,0
33553,0
19443,0
17499,0
11159,0
33379,0
36592,1
14890,0
14542,0
4885,0
40230,1
8857,0
30792,0
39901,1
12606,0
31269,0
623,0
27650,0
2502,0
33466,0
20602,0
5221,0
7289,0
31568,0
28322,0
18921,0
3211,0
33070,0
31810,0
40688,0
14374,0
31414,0
23610,0
18735,0
25064,0
33631,0
34586,0
6655,0
13550,0
12022,0
3770,0
31606,0
38852,0
1319,0
24061,0
6198,0
12649,0
40805,0
27298,0
3707,0
3983,0
19558,0
8169,1
13149,0
29291,0
30934,0
1493,0
33919,0
30291,1
15405,1
40898,0
29227,0
36857,0
35671,0
34111,0
24303,0
2298,0
16534,0
29360,0
20560,0
31963,0
1191,0
1409,0
31765,0
952,0
1933,0
6662,0
8124,0
27355,1
5249,0
37620,1
10031,1
7570,0
40692,0
22509,0
19799,0
24194,0
19209,0
38491,0
18549,0
29672,0
3523,0
5878,0
24782,1
39246,1
15690,0
30068,0
10687,0
19998,0
28367,1
32302,0
11204,0
6399,0
30140,0
30955,0
19074,0
10247,0
20335,0
2971,0
4749,0
173,0
21308,0
35907,0
13766,0
14746,0
11596,0
23888,0
5732,0
19079,0
36000,0
14184,0
7133,0
32932,0
27780,0
39523,1
12978,1
12915,0
23448,0
38305,1
39007,1
9314,0
6872,0
33956,0
37967,1
30893,0
27523,0
28079,0
32099,0
11484,0
16377,0
24130,0
8046,0
34296,0
40783,1
40879,0
3478,0
11302,0
32889,0
29513,0
2081,0
6013,0
35729,1
38069,1
31105,0
1771,0
38126,1
6776,0
25092,0
37544,1
22976,0
18132,0
3172,0
3265,0
13300,0
2593,0
24899,0
34872,0
22652,0
35818,1
14534,0
7138,0
5731,0
14582,0
10948,0
6266,0
21966,0
8934,0
15902,0
17069,0
23555,0
35730,0
20287,1
34759,0
37834,0
886,0
7089,0
1352,0
36794,0
6188,0
36955,0
18325,1
17074,0
798,0
15602,0
27067,0
18375,0
2157,0
33773,0
6636,0
34858,0
35644,1
39157,0
12818,0
938,0
21585,0
35952,0
27398,0
36616,0
24346,0
31935,0
23483,0
10367,0
14919,0
36672,0
7378,0
28747,0
13351,0
36551,0
1457,0
17417,0
6224,0
14003,0
15489,0
28190,0
609,0
20101,1
33599,0
28643,0
20218,0
33533,0
26818,0
12672,0
10768,0
15985,0
32576,0
21387,0
19447,0
20124,0
5148,0
27581,0
2135,0
116,0
5451,0
31183,0
19412,0
37224,0
20566,0
22069,0
10023,0
29742,0
8001,0
16442,0
35397,1
11721,0
10805,0
23187,0
37729,0
2466,0
24526,0
10863,0
29274,1
19277,0
8671,0
10882,0
15431,0
4254,0
7678,0
18845,0
17558,0
3582,0
20875,0
16777,0
7937,0
4235,0
10147,0
2663,0
26980,0
29783,1
25494,0
29218,0
12069,0
17692,0
3002,0
15397,0
27045,0
14313,0
24968,0
6074,0
19337,0
8440,0
10911,0
1793,0
32086,0
40535,0
32330,0
20486,1
11071,0
36991,0
27511,1
23520,0
25542,0
367,0
15118,0
19653,0
30236,0
13840,0
34397,0
29880,0
12647,0
3317,0
15005,1
18710,0
23478,0
23739,0
32554,0
2088,0
26497,0
36103,0
9849,1
7661,0
10794,0
680,0
28609,0
1879,0
1873,0
7849,0
9599,0
1884,0
19645,0
31964,0
19478,0
12448,0
27251,0
27734,0
5307,0
39762,0
24752,0
23781,0
888,0
6293,0
8702,0
6256,0
19437,0
34735,0
26046,0
2224,0
23068,0
19743,0
10137,0
10764,0
37734,0
29643,1
12766,0
10887,0
9711,0
25340,0
34877,0
8150,0
10298,0
27193,0
30189,0
20458,0
32807,0
5439,0
16666,0
27620,0
18903,0
8102,0
20098,0
30024,1
14999,0
4005,0
40463,0
4781,0
39349,0
13861,0
29558,0
9160,0
14836,0
36694,1
21914,0
6663,0
19599,0
924,0
33159,1
24184,0
22863,0
17389,0
31182,0
36800,0
5566,0
4129,0
17502,0
27563,0
27502,0
27879,1
22387,0
31416,0
25039,0
38950,1
25740,0
7036,0
40486,0
40725,1
10842,0
17555,0
38000,0
21488,0
33053,0
20748,0
33346,0
38640,1
17147,0
27790,0
37002,1
40987,1
977,0
2717,0
21083,0
11505,0
40252,0
2169,0
34001,0
30014,0
7636,0
6483,0
11881,0
7024,0
5614,0
2108,0
10423,0
21392,0
35314,0
14117,0
27089,0
40104,1
5216,0
30800,0
1065,0
31073,0
25844,0
9238,0
7288,0
24857,0
6813,0
30648,0
31072,0
39758,1
36275,0
21590,0
34420,0
9332,0
17717,1
40547,1
970,0
25774,0
358,0
25434,0
6726,0
10498,0
37490,0
34967,0
26334,0
1366,0
18096,0
37637,0
3000,0
12307,0
1701,0
14042,0
34254,0
7882,0
1665,0
19988,0
13621,0
26141,0
34834,0
39026,1
28100,0
19196,0
8487,0
37184,1
11977,0
24401,0
13472,0
586,0
22134,0
20229,1
35555,0
39025,1
14524,1
20579,0
28913,0
14187,0
30381,1
25001,0
16765,0
15685,0
2784,0
12620,0
28227,0
9462,0
19792,0
9871,0
24237,0
5075,0
2822,0
26674,0
17799,0
38974,1
6005,0
27705,0
33775,1
15239,0
6642,0
6692,1
1125,0
5953,0
34757,0
8423,0
21541,0
37784,0
3612,0
39715,1
27319,0
10822,0
12234,0
31278,0
33216,1
10553,0
20407,0
5590,0
22103,0
18450,1
24447,0
4841,0
31919,0
26182,0
32793,0
4012,0
25935,0
31408,0
26898,0
37430,0
16056,0
2440,0
22950,0
15089,1
14185,0
40024,0
14259,0
20721,1
31666,0
24934,1
17676,0
20590,0
27239,1
15904,0
38929,0
11996,0
25146,0
27754,1
968,0
16821,0
30574,1
27981,0
9996,0
5163,0
17744,0
13711,0
30562,0
3406,0
12870,0
35130,0
10596,0
39412,0
17141,1
3395,0
15915,0
26206,0
785,0
34480,0
38957,0
30356,1
5311,0
40886,0
4436,0
14647,0
33916,0
12673,0
1998,0
13857,0
2945,0
13982,1
39567,0
17685,0
26706,0
25489,0
33429,0
27194,0
31587,0
39744,1
1085,0
28185,0
25021,0
37181,1
36811,1
34912,0
37279,0
21197,0
12421,1
6712,0
20624,0
3386,0
27432,0
23990,1
23838,0
39398,1
30316,0
7491,0
34739,0
16527,0
24708,0
40835,1
35416,0
19049,0
28087,0
36361,1
25023,0
29609,0
40192,0
11586,0
26104,0
33719,0
37815,1
32148,0
34394,0
14074,0
20231,0
40270,1
33562,0
3344,0
20083,1
21887,0
34600,0
16578,0
10199,0
15385,0
29018,0
1465,0
30460,1
14581,0
34132,0
32562,0
36026,0
40686,0
28566,1
30777,0
24729,0
22228,0
10919,0
2278,0
22130,0
20917,0
32656,0
27608,0
28043,1
36289,0
13398,0
11790,0
14966,0
15446,0
14789,0
2470,0
37323,1
33963,0
11078,1
24569,0
37127,1
37355,1
8323,0
14204,0
32339,1
20793,0
23045,0
36987,1
37833,0
1630,0
12283,0
34526,0
40871,0
17927,0
37426,0
29010,0
17181,0
26418,0
38178,0
5857,0
34587,1
19254,0
32190,0
6848,0
2094,0
25255,0
29394,0
9275,0
29592,0
17421,0
28038,0
1653,0
1331,0
20516,0
14263,0
12181,0
27857,1
18292,0
22265,0
38045,1
29625,0
29033,0
6194,0
31133,0
10808,0
17617,0
7012,0
27031,0
8187,0
8631,0
21776,0
38366,0
13514,0
9888,0
9051,0
6617,0
31454,0
8867,0
31898,0
10666,0
39481,0
24094,0
24969,0
22374,0
28226,0
32512,0
31215,0
6163,0
29266,0
12144,0
16833,0
40371,1
13481,0
33177,0
16099,0
31383,0
1760,0
32607,0
10575,0
35553,0
39961,1
35158,0
12590,0
6153,0
10139,0
4880,0
22654,0
547,0
24516,0
28432,0
31513,0
38935,0
2246,0
46,0
24323,0
29358,1
5815,1
27916,0
4212,0
40410,1
14606,0
30157,0
2334,0
330,0
39030,1
10260,0
13601,0
4807,0
19579,0
34125,0
30924,1
210,0
4724,0
22973,0
16831,0
30359,0
35922,0
15842,0
32012,0
40722,1
9570,0
348,0
40027,1
34879,0
15687,0
37180,0
36337,0
35361,0
37654,0
36175,1
14387,0
37145,1
11415,0
16588,0
13328,0
35174,0
15228,0
23097,0
28800,0
27055,0
10262,0
38859,0
11064,0
37959,0
39729,1
11457,0
33671,0
16889,0
18785,0
14933,0
7842,0
20575,0
7567,0
13942,0
9345,0
5748,0
33064,0
10903,0
5624,0
11324,0
9015,0
32720,0
10729,0
26490,0
36946,0
34772,0
28741,0
36915,0
161,0
3908,0
22431,0
6381,0
24142,0
4929,0
33514,0
5505,0
21688,0
908,0
5503,0
34299,0
21270,0
39106,0
36241,0
9971,0
28716,0
30058,0
17009,0
39813,1
15481,0
1256,1
20035,0
465,0
24833,0
26153,0
14394,0
31293,0
21147,0
26552,0
18211,0
31451,1
21975,0
38971,1
19240,0
14278,0
34157,0
22724,0
1206,0
11612,0
25246,0
7683,0
25240,0
25033,0
21280,0
37428,0
10686,0
1802,0
29645,0
39127,0
769,0
1420,0
15846,0
16962,0
21777,0
8593,1
4158,0
31297,0
13948,0
1430,0
13549,0
12042,0
7603,0
36174,0
26111,0
31482,0
37368,0
29419,0
36801,0
26778,0
14226,0
18917,0
31465,0
37334,0
9122,0
24618,0
5151,0
18128,0
35959,0
4862,0
37447,1
14300,0
40917,1
36365,0
32283,0
39269,0
17241,0
38919,1
26686,0
23157,0
11768,0
39309,1
29370,0
7809,0
31854,0
35775,0
1772,0
22095,0
33957,0
35372,0
1060,0
12275,0
23758,0
19984,0
25194,0
7177,0
11160,0
2158,0
541,0
13951,0
2352,0
5102,0
37804,0
30687,0
21483,0
37460,0
34765,0
29945,0
38462,1
7980,1
23450,0
19916,0
38348,0
30815,0
14704,0
34017,0
31432,0
25809,0
35461,0
27935,0
2335,0
4855,0
7844,0
31874,0
7456,0
25708,0
19219,0
19430,1
33251,0
38327,0
31295,1
30684,0
5401,0
30941,0
26427,0
25379,0
16815,0
18794,0
17586,0
12560,0
34837,0
37444,0
40065,0
21779,0
24760,0
32661,0
30556,1
30241,1
36068,0
28048,0
38439,1
37696,0
4323,0
40638,0
14554,0
5881,0
39504,1
14913,0
38802,0
22617,0
37494,1
5110,1
20439,0
24500,0
10928,0
25463,0
25604,0
17710,0
6493,0
30690,0
41165,1
5593,0
16065,0
14862,0
16699,1
28255,0
17351,0
5939,0
14314,0
11258,0
40405,1
1584,0
5063,0
18208,0
39700,1
13848,0
30688,0
11100,0
40393,0
7674,0
2333,0
3443,0
40996,0
11496,0
1801,0
18618,0
32347,0
40495,0
9045,0
20163,1
6620,0
41108,1
28575,1
35825,0
7632,0
8085,0
39354,1
986,0
10496,0
33527,0
30151,0
2993,0
37407,0
18086,0
29174,0
19320,0
15611,0
35208,0
15966,0
18114,0
11449,0
8215,0
24106,1
19854,1
32414,0
12391,0
13246,0
8036,0
10718,0
5992,0
5125,0
3563,1
6834,0
4079,0
2905,0
31561,0
20710,0
3418,0
33311,0
7721,0
38564,0
12375,0
32492,0
17226,0
36845,0
20003,0
20985,1
15689,0
19463,0
30267,0
2512,0
25720,1
18879,0
33254,0
37186,0
22637,0
34503,0
6481,0
32972,0
34446,0
35609,0
29942,0
20078,0
12055,0
28507,1
23886,0
23042,0
2739,0
29578,0
32418,0
35785,0
27305,0
23329,0
35411,0
17513,0
18755,0
11059,0
35448,0
40658,1
27750,0
28588,0
34888,0
20697,1
15887,0
2018,0
13892,0
15680,0
37736,1
33387,0
3015,0
33184,0
41110,1
11309,0
26610,0
11353,0
34844,0
13049,0
30278,0
2449,0
27925,0
36716,0
663,0
26353,0
31891,0
36947,0
12614,0
29954,0
18764,0
7839,0
31221,0
20198,0
26874,0
15410,0
28374,0
29444,0
14071,1
17530,0
12666,0
25824,0
21344,0
17203,0
23196,0
21524,0
18004,0
40698,1
4496,0
31958,0
41166,0
34336,0
16472,0
39159,1
18085,0
1954,0
9189,0
32456,0
9801,0
7932,0
10198,0
12921,0
25445,0
31860,0
29101,0
39957,0
16032,0
24813,0
34612,0
29541,0
19282,0
27767,1
365,0
22104,0
22092,0
14059,0
14761,0
26965,0
16518,0
15844,0
16875,0
6782,0
1713,0
7162,0
26039,1
16830,1
39709,1
38457,0
22662,0
38044,0
11490,0
948,0
19166,0
9263,0
25122,0
32748,0
12651,0
20599,0
11785,0
4197,0
12829,0
32551,0
24747,0
3709,0
10836,0
20952,0
31121,0
34427,0
25623,0
6184,0
40150,0
15016,0
16973,0
3361,0
1199,0
5192,0
28731,1
19304,0
4285,0
8866,0
23865,0
22439,0
14352,0
3816,0
28626,0
3939,0
1061,0
16836,0
2723,0
9140,0
31764,0
36009,0
2329,1
37660,1
7466,0
9326,0
11910,0
12242,0
34531,0
14637,0
28726,0
20844,0
2171,0
16390,0
15807,0
9192,0
56,0
29314,0
31176,0
28916,0
13232,0
25372,0
4696,0
30453,0
21955,0
38421,1
34356,0
37770,0
1072,0
14304,0
30514,0
26558,0
38160,1
10047,0
17172,0
16160,1
17044,0
37018,0
16412,0
40277,1
33471,0
23925,0
18727,0
16398,0
21680,0
25838,0
20714,0
5421,0
36588,1
9681,0
26064,0
21651,0
36984,0
34129,0
5998,0
35789,0
34346,0
27869,1
38464,1
14381,0
28794,0
14738,0
18406,0
16365,0
4621,1
23540,0
26990,0
32024,0
30287,0
18057,0
13599,0
14770,0
23587,0
31538,0
37015,0
946,0
17152,0
5088,0
13199,0
22726,0
1028,0
7187,0
40829,1
34538,0
14976,0
5372,0
37896,1
23219,0
26601,0
36844,0
12819,1
10883,0
35916,0
801,0
11892,0
40284,1
16710,0
27132,0
20845,0
35884,0
14800,1
18904,0
13490,1
21044,0
38845,0
23623,0
28499,1
24157,0
31218,0
7945,0
15320,0
26136,0
27727,1
12879,0
30820,0
3946,0
7015,0
651,0
2425,0
10242,0
39006,0
20217,0
37794,0
23071,0
13088,0
8650,0
8000,0
9284,0
13650,0
29686,0
19899,0
80,0
1189,1
40961,1
16030,0
30770,0
7106,0
6297,0
23851,0
15577,0
5393,0
1764,0
37049,0
4891,0
18147,0
25550,0
9952,0
618,0
27427,0
6301,0
34869,0
6725,0
35280,0
28882,0
37819,1
16088,0
23043,0
29395,1
19376,0
37768,1
7681,0
31772,0
1827,0
7358,0
30827,0
5470,0
36945,1
26722,0
8506,0
661,0
38250,0
9450,0
28947,0
854,0
33873,0
1612,1
12325,0
9075,0
33720,0
38596,1
19943,0
18305,0
34950,0
25826,0
24023,1
37908,0
39392,1
28680,0
3009,0
27953,0
8382,0
20782,0
23761,0
8392,0
6954,0
5277,0
20999,0
22143,0
16848,0
27990,0
24702,0
7248,0
33431,0
1209,0
9221,0
39427,1
23612,0
10720,0
14079,0
8612,0
23649,0
7965,0
20269,0
37500,0
31175,0
13353,0
19529,0
15760,0
39846,0
33304,1
33822,0
32699,0
36262,0
2967,0
16733,0
15069,0
4688,0
10301,0
27245,0
24077,1
16061,0
27483,0
31757,0
30566,0
6497,0
8927,0
9863,0
27208,0
24268,0
4303,0
13515,0
29384,0
1578,0
15304,0
27038,0
6864,0
20352,0
27396,0
5884,0
25081,0
24936,0
36220,1
33877,0
13736,0
20807,0
8193,1
27392,0
23862,0
28508,1
13243,0
10109,0
30944,0
2586,0
29429,0
31145,0
30578,0
37838,1
36585,0
28564,0
18492,0
7501,0
14467,0
6295,0
14224,0
8539,1
9650,0
19506,0
34192,0
37886,0
21382,0
14904,0
21564,0
7399,0
10615,0
39011,0
24525,0
35983,0
22864,0
36377,1
32665,0
38518,0
12558,0
31085,0
39914,0
17471,0
31055,0
23924,0
8190,0
537,0
39873,1
32872,0
10326,0
8035,0
29823,0
24263,0
19044,0
12821,0
6108,0
34881,0
3795,0
5598,0
16573,0
28359,0
31843,0
21034,0
20578,0
14996,0
8869,0
4141,0
13590,0
19042,0
36887,0
14870,0
24735,0
14948,0
25006,0
22139,0
28973,0
3727,0
21185,0
29485,0
11382,0
35515,0
40578,1
470,0
36538,0
39607,1
1021,0
13103,0
39052,0
897,0
36025,0
37387,0
14697,0
20208,0
30223,1
38258,0
26114,0
35134,0
14473,0
34470,0
12370,0
16945,0
32340,0
28691,0
37163,0
21660,0
2488,0
12336,0
21737,1
3122,0
8398,0
26915,0
12346,0
3330,0
500,0
40414,0
39484,1
18077,0
10408,0
21091,0
39643,1
39082,1
3954,0
23824,0
39253,0
24192,0
23262,0
23059,0
5989,0
3195,0
21856,0
9928,0
22651,0
35430,0
3123,0
37300,0
20059,0
33223,1
18416,0
26921,0
11998,0
9056,0
27933,0
10491,0
10086,0
12257,0
25731,0
23792,0
21076,0
27849,0
32367,0
6570,0
33560,0
13087,0
40561,0
37134,0
31805,0
10162,0
18374,0
24867,0
24219,0
25650,0
20469,0
12790,0
38388,1
9627,0
16053,1
1058,0
38842,0
30162,1
13113,0
35249,0
16972,0
32840,0
5093,0
37395,1
24614,0
26707,0
15861,1
34583,0
24872,0
27369,0
12843,0
32149,0
32300,0
17025,0
25279,0
14146,0
39068,1
1936,0
12681,0
37157,0
24845,0
1845,0
34215,0
37545,0
31008,0
41134,0
12305,0
20745,0
22110,0
15771,1
31375,0
32881,0
28073,0
21582,0
5402,0
15550,0
17120,0
12278,0
12987,0
35031,0
35834,0
37062,0
6220,0
6075,0
33953,0
27111,0
24696,0
35022,1
13630,0
30789,0
681,1
41150,1
33809,0
38921,1
36191,0
7569,0
26675,0
7091,0
35136,0
31007,0
25505,0
34264,0
21275,0
6325,0
8518,0
29933,0
32550,0
12178,0
27739,0
1700,0
9131,0
7360,0
5794,0
29481,0
31832,0
21783,0
16492,0
36543,1
23422,0
17864,0
8461,0
14137,0
23407,0
22485,0
16222,0
38068,0
16914,0
39063,1
12765,0
32304,0
34393,1
6350,0
33279,0
19872,0
35759,0
39404,1
1814,0
31588,0
24307,0
992,0
32238,0
12424,0
28339,1
29903,0
41156,1
33583,0
346,0
37789,0
36661,1
33143,0
10413,0
21917,0
18426,0
16617,0
38579,1
36297,0
5127,0
16042,0
36893,1
1009,0
27294,0
26057,0
27227,0
19610,0
34924,0
11526,1
31061,0
37193,0
21418,0
10929,0
1254,0
29346,0
29092,0
12449,0
39177,1
27810,1
9265,0
26873,1
32880,0
17469,0
17682,0
39832,1
33318,0
30361,0
29639,1
40594,1
40071,0
26402,0
27016,0
10609,0
29778,0
30579,1
6222,0
18932,0
13342,0
23205,0
39211,1
34070,0
35726,0
1742,0
20823,0
1322,0
16326,0
12772,0
4102,0
33807,0
36433,0
37218,0
34549,0
23640,0
21149,0
37014,0
32387,0
30251,0
25830,0
35326,0
11989,0
35155,0
3119,0
35047,0
28945,0
21997,0
15271,0
11238,0
16343,0
1463,0
15246,0
29546,0
23572,0
9371,0
37520,0
7862,0
9869,0
7898,0
36594,1
38960,1
20345,0
34305,0
21526,0
20438,0
3485,0
10874,0
8579,0
11098,0
15540,0
8520,0
24917,0
4109,1
20353,0
33955,0
30341,0
16332,1
4085,0
6472,0
28057,1
2178,0
20034,0
26581,0
28438,1
33726,0
16958,0
8162,0
4755,0
25506,0
24818,0
20860,0
2452,0
2894,0
29121,0
15803,0
28042,0
7228,0
26368,1
7892,0
8884,0
24284,0
14086,0
3825,0
14950,0
22678,0
29486,0
40009,1
11481,0
14765,0
66,0
6832,0
15362,0
25137,0
16257,0
1329,0
16951,0
20388,0
24996,0
17220,0
21220,0
30729,0
39701,1
40138,1
31647,0
8063,0
13896,0
429,0
1301,0
4766,0
28488,0
17756,1
26265,0
31304,0
14069,0
37302,0
29631,0
10286,0
24011,0
40095,0
24810,0
16049,0
18415,0
19934,0
27115,0
18028,0
21630,0
40242,1
31946,0
13436,0
1266,0
3904,0
1779,0
14301,0
16864,0
5855,0
7624,0
34289,0
31392,1
38701,1
7190,0
11268,0
33649,0
17244,0
14415,0
33898,0
32090,0
40411,1
16722,0
32070,0
28376,1
14565,0
10332,0
11849,0
23800,0
20123,0
26871,0
26964,0
29993,1
2420,1
35974,0
36425,1
7986,0
35232,0
16823,0
38505,1
35450,0
14138,0
19144,0
5207,0
40563,0
8200,0
11647,0
7814,1
5014,0
31081,0
8989,0
28059,0
14620,0
2003,0
26360,0
23716,0
21033,1
34391,1
27779,1
20529,1
27947,1
24705,0
40075,1
29197,0
29312,0
29663,0
20942,0
12904,0
25189,0
34841,0
28384,0
8320,0
35684,1
27464,0
7905,0
28755,0
11027,0
15676,0
10570,0
29888,0
28135,0
39301,0
40724,1
32794,0
27267,0
27182,0
21605,0
1014,0
8447,0
29822,0
20728,0
16874,0
15169,0
400,0
26833,0
34357,0
30788,0
31280,1
6445,0
11404,0
8723,0
13569,0
7472,1
33094,0
39115,0
30422,1
813,0
39951,0
32739,0
4195,0
37089,0
21388,0
3307,0
16779,0
37964,0
4652,0
29133,0
481,0
27289,0
19593,0
16906,0
7633,0
41011,1
23597,0
8218,0
31527,0
34934,0
12397,0
35018,0
29169,0
8990,0
28154,0
25223,0
26433,0
21785,0
16681,0
33124,0
36722,0
220,0
5132,0
11869,0
30939,0
32407,0
39141,1
21060,0
40005,1
21530,0
3916,0
30489,1
9836,0
14107,0
11534,0
3085,0
15789,0
24761,0
30075,0
31332,0
1720,0
30378,0
7447,0
40632,1
141,0
33215,0
7011,0
29665,0
995,0
8799,0
25724,0
19764,0
27435,0
24949,0
28759,0
31115,0
31681,0
17858,0
26839,0
24330,0
32054,0
22895,0
6573,0
